jlptLevel,japanese,reading,meaning,partOfSpeech,exampleSentence
N4,～か~,ねているあいだに,"인지, ~한지불확실 •どこで買",word,-
N4,ったか、おぼえている？～か～ないか~,か,할지 ~말지 •ぼうしをかぶるかかぶらないか,word,-
N4,～かた(方)~,～かた(方)~,방법 •漢,word,-
N4,字の読み方～かもしれない~,かんじよかた,할지도 모르다 •雨,word,-
N4,が降～から~,あめふるかもしれない,로재료 •チーズは牛,word,-
N4,乳から作～ことがある~,ぎゅうにゅうつくられる,하는 일이 있다 •日,word,-
N4,本の歌を歌～ことができる~,にほんうたうたうことがある,할 수 있다 •漢,word,-
N4,字を書～ことにする~,かんじかくことができる,하기로 하다 •一,word,-
N4,緒に行～しか~,いっしょいくことにする,밖에뒤에 부정 •チケットを買,word,-
N4,った人しか入～すぎる,かひとはいれない,너무 ~하다 •食,word,-
N4,～ずに~,たべすぎる,하지 않고 •何,word,-
N4,も食べずに働～そうだ~,なにたはたらいた,한 것 같다 •むずかしそうな本,word,-
N4,～そうだ~,～そうだ~,라고 한다전문 •父,word,-
N4,は元気～たがる~,ちちげんきだそうだ,하고 싶어 하다 •野,word,-
N4,菜を食～だけ~,やさいたべたがらない,만한정 •これだけ食,word,-
N4,～だす~,たべます,하기 시작하다 •あかちゃんが泣,word,-
N4,～たところ,なきだした,막 ~한 참 •家,word,-
N4,に帰～たばかり~,いえかえったところだ,했을 뿐임 •さっき起,word,-
N4,～たまま~,おきたばかりです,한 채 •テレビをつけたままねる,word,-
N4,～ために~,～ために~,때문에 •けいたいをわすれたために,word,-
N4,本で働～たら~,にほんはたらくために,하면가정 •道,word,-
N4,所の人に会～つづける,きんじょひとあったら,계속 ~하다 •３時,word,-
N4,間も話～つもり~,じかんはなしつづけた,"할 예정, ~할 작정 •これからどうするつもりですか",word,-
N4,～で~,～で~,"으로, ~때문에원인 •じしんでビルがたおれた",word,-
N4,理は５分～で~,りょうりふんでできる,"에, ~이면수량 •５",word,-
N4,～ておく~,～ておく~,해 두다 •メモを書,word,-
N4,～てはいけない~,かいておく,해서는 안 된다 •はをみがかなくてはいけない,word,-
N4,～でも~,～でも~,라도 •コーヒーでも飲,word,-
N4,～てもいい~,のもう,해도 좋다 •寒,word,-
N4,～てもかまわない~,さむいのでまどをしめてもいい,해도 상관없다,word,-
N4,•この服～といい~,ふくはよごれてもかまわない,하면 좋다 •病,word,-
N4,気～という~,びょうきがなおるといい,"라고 하는, ~라는 •「田",word,-
N4,中」という方～とか~,たなかかた,이라든가 •スプーンとかナイフとか,word,-
N4,～ところ~,～ところ~,하는 참 •今,word,-
N4,、使どんな,いまつかっているところだどんな,어떤 •あの鳥,word,-
N4,はどんな声～な~,とりこえでなくのかなあ,하지 마라금지 •ごみをすてるな,word,-
N4,～ないで~,～ないで~,하지 말아 •タバコをすわないでください,word,-
N4,～なさい~,～なさい~,하거라 •はやく寝,word,-
N4,～なら~,ねなさい,이라면 •これなら買,word,-
N4,～なら~,～なら~,한다면 •あなたが行,word,-
N4,くなら、私も行～に~,いわたしいく,로부터 •外,word,-
N4,国人に聞～にくい~,がいこくじんきかれる,하기 어렵다 •暗,word,-
N4,くて見～にする~,くらみえにくい,로 하다결정 •プレゼントはセーターにしました,word,-
N4,～になる~,～になる~,해지다 •元,word,-
N4,気～によると~,げんきになる,에 의하면따르면 •天,word,-
N4,気～の~,てんきよほうによると,의 것 •どれがあなたのですか,word,-
N4,～のに~,～のに~,"인데도, ~한데도 •何",word,-
N4,回も電話～はじめる~,なんかいでんわしたのに,하기 시작하다 •学,word,-
N4,校に通～はず~,がっこうかよいはじめる,"터이다, ~것이다확신 •薬",word,-
N4,を飲めば、なおるはずだ～はずがない~,くすりの,할 리가 없다 •そんなことをするはずがない,word,-
N4,～ほう~,～ほう~,"쪽, ~편 •外",word,-
N4,に出～ほど~,そとでないほうがあんぜんだ,만큼정도 •今,word,-
N4,日は昨日ほど暑～まで~,きょうきのうあつくない,까지반복 •来,word,-
N4,月まで薬を飲～までに~,らいげつくすりのむ,까지1회 한도 •９時,word,-
N4,～も~,～も~,이나 •５回,word,-
N4,も読～やすい~,かいよんだ,하기 쉽다 •病,word,-
N4,気～ようだ~,びょうきになりやすい,한 것 같다 •昨,word,-
N4,日、彼は来～ようにする~,きのうかれこなかったようだ,하도록 하다 •遅,word,-
N4,刻～ようになる~,ちこくしないようにする,하게 되다 •英,word,-
N4,語が話～より~,えいごはなせるようになった,보다비교 •ΑはΒより高,word,-
N4,～らしい~,たかい,할 것 같다 •ふたりは結,word,-
N4,婚～らしい~,けっこんするらしい,답다 •学,word,-
N4,生～られる~,がくせいらしい,할 수 있다 •食,word,-
N3,岩,いわ,바위,word,-
N3,～件(会議の件,けんかいぎけん,~ 건회의 건,word,-
N3,通勤,つうきん,통근,word,-
N3,努力,どりょく,노력,word,-
N3,発見,はっけん,발견,word,-
N3,得意な,とくいな,"자신 있는, 잘하는",word,-
N3,表す,あらわす,나타내다,word,-
N3,包む,つつむ,포장하다,word,-
N3,息,いき,숨,word,-
N3,空席,くうせき,"공석, 빈자리",word,-
N3,失業,しつぎょう,실업,word,-
N3,夫婦,ふうふ,부부,word,-
N3,移す,うつす,옮기다,word,-
N3,組む,くむ,"짜다, 맞추다",word,-
N3,順番,じゅんばん,"순서, 순번",word,-
N3,苦労,くろう,고생,word,-
N3,応募,おうぼ,응모,word,-
N3,首都,しゅと,수도,word,-
N3,単語,たんご,단어,word,-
N3,地球,ちきゅう,지구,word,-
N3,発表,はっぴょう,발표,word,-
N3,遅れる,おくれる,늦다,word,-
N3,協力,きょうりょく,협력,word,-
N3,疑問,ぎもん,"의문, 질문",word,-
N3,過去,かこ,과거,word,-
N3,到着,とうちゃく,도착,word,-
N3,折る,おる,"접다, 굽히다",word,-
N3,情報,じょうほう,정보,word,-
N3,値段,ねだん,가격,word,-
N3,深い,ふかい,깊다,word,-
N3,返す,かえす,돌려주다,word,-
N3,表面,ひょうめん,표면,word,-
N3,汗,あせ,땀,word,-
N3,配る,くばる,나누어 주다,word,-
N3,完成,かんせい,완성,word,-
N3,島,しま,섬,word,-
N3,困る,こまる,곤란하다,word,-
N3,平日,へいじつ,평일,word,-
N3,卒業,そつぎょう,졸업,word,-
N3,固い,かたい,딱딱하다,word,-
N3,短い,みじかい,짧다,word,-
N3,他人,たにん,타인,word,-
N3,示す,しめす,나타내다,word,-
N3,外科,げか,외과,word,-
N3,笑顔,えがお,"웃는 얼굴, 미소",word,-
N3,以降,いこう,이후,word,-
N3,横断,おうだん,횡단,word,-
N3,合図,あいず,신호,word,-
N3,苦しい,くるしい,괴롭다,word,-
N3,出張,しゅっちょう,출장,word,-
N3,席,せき,좌석,word,-
N3,根,ね,뿌리,word,-
N3,事情,じじょう,사정,word,-
N3,通知,つうち,통지,word,-
N3,選手,せんしゅ,선수,word,-
N3,実力,じつりょく,실력,word,-
N3,生える,はえる,"나다, 돋아나다",word,-
N3,各地,かくち,각지,word,-
N3,貯金,ちょきん,저금,word,-
N3,留守,るす,부재,word,-
N3,浅い,あさい,얕다,word,-
N3,文章,ぶんしょう,문장,word,-
N3,改札,かいさつ,개찰,word,-
N3,笑う,わらう,웃다,word,-
N3,商業,しょうぎょう,상업,word,-
N3,覚える,おぼえる,"외우다, 기억하다",word,-
N3,広告,こうこく,광고,word,-
N3,相手,あいて,상대,word,-
N3,大会,たいかい,대회,word,-
N3,割れる,われる,"깨지다, 나누어지다",word,-
N3,集中,しゅうちゅう,집중,word,-
N3,食器,しょっき,식기,word,-
N3,横,よこ,"옆, 가로",word,-
N3,自然,しぜん,자연,word,-
N3,替える,かえる,교체하다,word,-
N3,応用,おうよう,응용,word,-
N3,一般的な,いっぱんてき,일반적인,word,-
N3,検査,けんさ,검사,word,-
N3,厚い,あつい,두껍다,word,-
N3,呼吸,こきゅう,호흡,word,-
N3,美しい,うつくしい,아름답다,word,-
N3,創造,そうぞう,창조,word,-
N3,汚れる,よごれる,더러워지다,word,-
N3,朝食,ちょうしょく,"조식, 아침 식사",word,-
N3,首,くび,목,word,-
N3,経営学,けいえいがく,경영학,word,-
N3,分類,ぶんるい,분류,word,-
N3,干す,ほす,"널어 말리다, 잔 비우다",word,-
N3,血液型,けつえきがた,혈액형,word,-
N3,湖,みずうみ,호수,word,-
N3,変化,へんか,변화,word,-
N3,伝える,つたえる,전달하다,word,-
N3,荷物,にもつ,짐,word,-
N3,平均,へいきん,평균,word,-
N3,支給する,しきゅうする,지급하다,word,-
N3,丸い,まるい,둥글다,word,-
N3,個人,こじん,개인,word,-
N3,方向,ほうこう,방향,word,-
N3,申し込み,もうこみ,신청,word,-
N3,はかる,はかる,"재다, 측정하다",word,-
N3,独立,どくりつ,독립,word,-
N3,折れる,おれる,"부러지다, 꺾이다",word,-
N3,観客,かんきゃく,관객,word,-
N3,払う,はらう,지불하다,word,-
N3,加える,くわえる,추가하다,word,-
N3,訓練,くんれん,훈련,word,-
N3,豆,まめ,콩,word,-
N3,共通,きょうつう,공통,word,-
N3,税金,ぜいきん,세금,word,-
N3,汚い,きたない,더럽다,word,-
N3,商品,しょうひん,상품,word,-
N3,冷える,ひえる,"차가워지다, 식다",word,-
N3,早退,そうたい,조퇴,word,-
N3,下線,かせん,밑줄,word,-
N3,転ぶ,ころぶ,구르다,word,-
N3,主要,しゅよう,주요,word,-
N3,直接,ちょくせつ,직접,word,-
N3,燃える,もえる,타다. 불타다,word,-
N3,位置,いち,위치,word,-
N3,計算,けいさん,계산,word,-
N3,回す,まわす,돌리다,word,-
N3,禁煙,きんえん,금연,word,-
N3,結ぶ,むすぶ,"잇다, 묶다",word,-
N3,手術,しゅじゅつ,수술,word,-
N3,正常,せいじょう,정상,word,-
N3,血液,けつえき,혈액,word,-
N3,追う,おう,뒤쫓다,word,-
N3,降りる,おりる,내리다,word,-
N3,身長,しんちょう,"신장, 키",word,-
N3,物語,ものがたり,이야기,word,-
N3,成績,せいせき,성적,word,-
N3,楽器,がっき,악기,word,-
N3,専門家,せんもんか,전문가,word,-
N3,制服,せいふく,"제복, 교복",word,-
N3,内側,うちがわ,안쪽,word,-
N3,過ごす,すごす,"지내다, 보내다",word,-
N3,案内,あんない,안내,word,-
N3,解決,かいけつ,해결,word,-
N3,気温,きおん,기온,word,-
N3,健康,けんこう,건강,word,-
N3,大量,たいりょう,대량,word,-
N3,痛い,いたい,아프다,word,-
N3,現在,げんざい,현재,word,-
N3,自由,じゆう,자유,word,-
N3,法律,ほうりつ,법률,word,-
N3,観光,かんこう,관광,word,-
N3,～券(入場券,けんにゅうじょうけん,~ 권입장권,word,-
N3,涙,なみだ,눈물,word,-
N3,守る,まもる,지키다,word,-
N3,週刊誌,しゅうかんし,주간지,word,-
N3,相談,そうだん,상담,word,-
N3,自信,じしん,자신자신감,word,-
N3,温める,あたためる,따뜻하게 하다,word,-
N3,原料,げんりょう,원료,word,-
N3,帰宅,きたく,귀가,word,-
N3,育てる,そだてる,"키우다, 기르다",word,-
N3,記録,きろく,기록,word,-
N3,歯,は,"이, 치아",word,-
N3,復習,ふくしゅう,복습,word,-
N3,信じる,しんじる,믿다,word,-
N3,遅い,おそい,"느리다, 늦다",word,-
N3,容器,ようき,용기그릇,word,-
N3,疲れる,つかれる,피로하다,word,-
N3,重ねる,かさねる,거듭하다,word,-
N3,残業,ざんぎょう,잔업,word,-
N3,～倍(２倍,ばいにばい,~ 배2배,word,-
N3,停電,ていでん,정전,word,-
N3,独身,どくしん,독신,word,-
N3,貸す,かす,빌려주다,word,-
N3,逃げる,にげる,"달아나다, 도망치다",word,-
N3,消す,けす,"끄다, 지우다",word,-
N3,欠席,けっせき,결석,word,-
N3,細かい,こまかい,"자세하다, 작다",word,-
N3,若い,わかい,젊다,word,-
N3,複数,ふくすう,복수여러 개,word,-
N3,減少,げんしょう,감소,word,-
N3,駐車,ちゅうしゃ,주차,word,-
N3,移る,うつる,옮기다,word,-
N3,温泉,おんせん,온천,word,-
N3,雑誌,ざっし,잡지,word,-
N3,恋しい,こいしい,그립다,word,-
N3,仮定する,かていする,가정하다,word,-
N3,正解,せいかい,정답,word,-
N3,関心,かんしん,관심,word,-
N3,投げる,なげる,던지다,word,-
N3,原因,げんいん,원인,word,-
N3,勤める,つとめる,근무하다,word,-
N3,規則,きそく,규칙,word,-
N3,借りる,かりる,빌리다,word,-
N3,欠点,けってん,결점,word,-
N3,緑,みどり,"초록, 녹색",word,-
N3,願う,ねがう,"바라다, 부탁하다",word,-
N3,焼く,やく,"굽다, 태우다",word,-
N3,乗車,じょうしゃ,승차,word,-
N3,波,なみ,파도,word,-
N3,速い,はやい,빠르다,word,-
N3,満足,まんぞく,만족,word,-
N3,輸出,ゆしゅつ,수출,word,-
N3,眠る,ねむる,"자다, 잠들다",word,-
N3,頭痛,ずつう,두통,word,-
N3,葉,は,"잎, 이파리",word,-
N3,期待,きたい,기대,word,-
N3,預ける,あずける,"맡기다, 위임하다",word,-
N3,経由,けいゆ,경우,word,-
N3,秒,びょう,초시간,word,-
N3,飛ぶ,とぶ,날다,word,-
N3,坂道,さかみち,"언덕길, 비탈길",word,-
N3,違う,ちがう,"다르다, 틀리다",word,-
N3,関係,かんけい,관계,word,-
N3,教師,きょうし,교사,word,-
N3,カタログ,カタログ,카탈로그,word,-
N3,感じる,かんじる,느끼다,word,-
N3,家賃,やちん,집세,word,-
N3,しまう,しまう,"치우다, 안에 넣다",word,-
N3,最新,さいしん,최신,word,-
N3,しばる,しばる,묶다,word,-
N3,キャンセル,キャンセル,취소,word,-
N3,～向き(南向き)~,むみなみむき)~,"향남향, ~쪽",word,-
N3,感動,かんどう,감동,word,-
N3,うっかり,うっかり,"깜빡, 무심코실수하는 모습",word,-
N3,りっぱな,りっぱな,훌륭한,word,-
N3,早めに,はやめに,일찌감치,word,-
N3,あわ,あわ,거품,word,-
N3,ノック,ノック,노크,word,-
N3,半日,はんにち,반나절,word,-
N3,扱う,あつかう,"다루다, 취급하다",word,-
N3,全～(全人口,ぜんぜんじんこう,전~전 인구,word,-
N3,希望,きぼう,희망,word,-
